SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
495,GANGA U/S VINDHYACHAL MIRZAPUR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,NAGAR (CITY),-,-,-,-,-,-,-,-,25.24403100,82.41827200,17-08-2021 08:30,3.2,"",1100,""
496,GANGA U/S VINDHYACHAL MIRZAPUR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,NAGAR (CITY),-,-,-,-,-,-,-,-,25.24403100,82.41827200,06-09-2021 08:30,2.4,"",900,""
497,GANGA U/S VINDHYACHAL MIRZAPUR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,NAGAR (CITY),-,-,-,-,-,-,-,-,25.24403100,82.41827200,28-09-2021 08:30,2.2,"",800,""
498,GANGA U/S VINDHYACHAL MIRZAPUR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,NAGAR (CITY),-,-,-,-,-,-,-,-,25.24403100,82.41827200,04-10-2021 08:30,2.3,"",800,""
499,GANGA U/S VINDHYACHAL MIRZAPUR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,NAGAR (CITY),-,-,-,-,-,-,-,-,25.24403100,82.41827200,18-10-2021 08:30,2.1,"",1100,""
500,GANGA U/S VINDHYACHAL MIRZAPUR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,NAGAR (CITY),-,-,-,-,-,-,-,-,25.24403100,82.41827200,08-11-2021 08:30,2.2,"",800,""
501,GANGA U/S VINDHYACHAL MIRZAPUR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,NAGAR (CITY),-,-,-,-,-,-,-,-,25.24403100,82.41827200,29-11-2021 08:30,2.1,"",1100,""
502,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,02-01-2021 08:30,4.2,"",28000,""
503,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,02-02-2021 08:30,4,"",24000,""
504,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,17-03-2021 08:30,4.4,"",26000,""
505,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,03-04-2021 08:30,4.6,"",27000,""
506,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,02-06-2021 08:30,4,"",22000,""
507,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,05-08-2021 08:30,3.6,"",18000,""
508,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,06-09-2021 08:30,3.4,"",17000,""
509,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,01-10-2021 08:30,3.5,"",18000,""
510,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,03-11-2021 08:30,3.8,"",20000,""
511,GHAGHARA AT DEORIA D/S U.P.,CPCB,9,Uttar Pradesh,137,DEORIA,BARHAJ,-,-,-,-,-,-,-,-,26.16946700,83.86899200,02-12-2021 08:30,3.6,"",18000,""
512,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-01-2021 08:30,3.7,"",13000,""
513,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,01-02-2021 08:30,3.8,"",11000,""
514,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-03-2021 08:30,4.1,"",14000,""
515,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-04-2021 08:30,4.2,"",13000,""
516,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,03-05-2021 08:30,4.3,"",11000,""
517,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-06-2021 08:30,4.2,"",13000,""
518,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-07-2021 08:30,4.4,"",11000,""
519,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,03-08-2021 08:30,4.1,"",13000,""
520,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-09-2021 08:30,3.6,"",8000,""
521,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,05-10-2021 08:30,3.7,"",13000,""
522,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-11-2021 08:30,3.5,"",13000,""
523,GOMTI AT JAUNPUR D/S U.P.,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.75161100,82.72646900,02-12-2021 08:30,3.6,"",14000,""
524,GOMTI AT LUCKNOW D/S U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.83327500,80.99521100,10-01-2021 08:30,14,"",79000,""
525,GOMTI AT LUCKNOW D/S U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.83327500,80.99521100,16-02-2021 08:30,15.2,"",220000,""
526,GOMTI AT LUCKNOW D/S U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.83327500,80.99521100,17-03-2021 08:30,15,"",170000,""
527,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.86203100,80.93132200,10-01-2021 08:30,2.8,"",3400,""
528,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.86203100,80.93132200,16-02-2021 08:30,3,"",4000,""
529,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.86203100,80.93132200,17-03-2021 08:30,3.2,"",4000,""
530,GOMTI AT SITAPUR U/S AT WATER INTAKE U.P.,CPCB,9,Uttar Pradesh,183,SITAPUR,SIDHAULI,-,-,-,-,-,-,-,-,27.57287800,80.67895000,15-01-2021 08:30,2,"",790,""
531,GOMTI AT SITAPUR U/S AT WATER INTAKE U.P.,CPCB,9,Uttar Pradesh,183,SITAPUR,SIDHAULI,-,-,-,-,-,-,-,-,27.57287800,80.67895000,15-02-2021 08:30,2.1,"",780,""
532,GOMTI AT SITAPUR U/S AT WATER INTAKE U.P.,CPCB,9,Uttar Pradesh,183,SITAPUR,SIDHAULI,-,-,-,-,-,-,-,-,27.57287800,80.67895000,15-03-2021 08:30,2.2,"",780,""
533,GOMTI AT SITAPUR U/S AT WATER INTAKE U.P.,CPCB,9,Uttar Pradesh,183,SITAPUR,SIDHAULI,-,-,-,-,-,-,-,-,27.57287800,80.67895000,28-05-2021 08:30,2.3,"",780,""
534,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-01-2021 08:30,3.5,"",9000,""
535,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,01-02-2021 08:30,3.6,"",11000,""
536,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-03-2021 08:30,3.7,"",8000,""
537,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-04-2021 08:30,3.8,"",7000,""
538,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,03-05-2021 08:30,3.9,"",8000,""
539,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-06-2021 08:30,3.8,"",8000,""
540,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-07-2021 08:30,3.7,"",7000,""
541,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,03-08-2021 08:30,3.8,"",8000,""
542,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-09-2021 08:30,3.4,"",7000,""
543,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,05-10-2021 08:30,3.3,"",5000,""
544,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-11-2021 08:30,3.2,"",5000,""
545,GOMTI AT VARANASI U.P,CPCB,9,Uttar Pradesh,187,VARANASI,SEVAPURI,-,-,-,-,-,-,-,-,25.50785600,83.15818100,02-12-2021 08:30,3.3,"",4900,""
546,GOVIND SAGAR U.P,CPCB,9,Uttar Pradesh,161,LALITPUR,LALITPUR,-,-,-,-,-,-,-,-,24.65122800,78.42313600,14-09-2021 08:30,3.2,"",930,""
547,GOVIND SAGAR U.P,CPCB,9,Uttar Pradesh,161,LALITPUR,LALITPUR,-,-,-,-,-,-,-,-,24.65122800,78.42313600,22-10-2021 08:30,2.6,"","",""
548,HAND PUMP AT NADAUN TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77811700,76.34441900,04-01-2021 08:30,"","",2,17
549,HAND PUMP AT NADAUN TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77811700,76.34441900,04-10-2021 08:30,"","",2,17
550,HATHLI NALLAH LIFT WATER SUPPLY SCHEME FOR MUNICIPAL COUNCIL HAMIRPUR,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.68079500,76.51466100,04-01-2021 08:30,"","","",""
551,HATHLI NALLAH LIFT WATER SUPPLY SCHEME FOR MUNICIPAL COUNCIL HAMIRPUR,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.68079500,76.51466100,02-02-2021 08:30,"","","",""
552,HATHLI NALLAH LIFT WATER SUPPLY SCHEME FOR MUNICIPAL COUNCIL HAMIRPUR,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.68079500,76.51466100,12-03-2021 08:30,"","","",""
553,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,23-02-2021 08:30,64,"",110000,""
554,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,25-03-2021 08:30,68,"",120000,""
555,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,26-04-2021 08:30,72,"",130000,""
556,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,18-05-2021 08:30,65,"",120000,""
557,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,17-06-2021 08:30,68,"",130000,""
558,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,17-07-2021 08:30,62,"",120000,""
559,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,20-08-2021 08:30,58,"",110000,""
560,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,24-09-2021 08:30,56,"",120000,""
561,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,22-10-2021 08:30,56,"",120000,""
562,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,25-11-2021 08:30,58,"",110000,""
563,HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN MEERUT U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.63592200,77.39434100,13-12-2021 08:30,54,"",94000,""
564,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,01-01-2021 08:30,45,"",2.2e+06,""
565,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,15-02-2021 08:30,55,"",2.3e+06,""
566,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,01-03-2021 08:30,51,"",1.1e+06,""
567,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,05-04-2021 08:30,55,"",1.3e+06,""
568,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,08-05-2021 08:30,58,"",1.3e+07,""
569,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,17-06-2021 08:30,46,"",1.1e+06,""
570,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,22-07-2021 08:30,54,"",120000,""
571,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,31-08-2021 08:30,45,"",35000,""
572,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,14-09-2021 08:30,40,"",23000,""
573,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,22-10-2021 08:30,35,"",120000,""
574,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,23-11-2021 08:30,53,"",170000,""
575,HINDON AT GHAZIABAD D/S U.P.,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.67376100,77.40264400,08-12-2021 08:30,50,"",140000,""
576,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,21-01-2021 08:30,34,"","",""
577,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,03-02-2021 08:30,30,"","",""
578,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,05-03-2021 08:30,28,"","",""
579,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,07-04-2021 08:30,27,"","",""
580,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,29-05-2021 08:30,30,"","",""
581,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,16-06-2021 08:30,28,"","",""
582,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,28-07-2021 08:30,26,"","",""
583,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,26-08-2021 08:30,22,"","",""
584,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,24-09-2021 08:30,24,"","",""
585,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,29-10-2021 08:30,22,"","",""
586,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,25-11-2021 08:30,24,"","",""
587,KALINADI AT D/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.43253300,77.67595300,28-12-2021 08:30,26,"","",""
588,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,05-01-2021 08:30,3.5,"",21000,""
589,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,02-02-2021 08:30,2.9,"",20000,""
590,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,06-04-2021 08:30,5.5,"",17000,""
591,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,11-05-2021 08:30,5.7,"",14000,""
592,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,08-06-2021 08:30,5.5,"",17000,""
593,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,06-07-2021 08:30,5.5,"",15000,""
594,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,10-08-2021 08:30,"","",13000,""
595,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,21-09-2021 08:30,"","",7900,""
596,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,08-11-2021 08:30,"","",6300,""
597,KALINADI AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,BILGRAM,-,-,-,-,-,-,-,-,27.16131400,79.91991400,06-12-2021 08:30,4.9,"",6800,""
598,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,17-01-2021 08:30,64,"",130000,""
599,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,09-02-2021 08:30,56,"",170000,""
600,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,19-03-2021 08:30,60,"",190000,""
601,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,16-04-2021 08:30,52,"",160000,""
602,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,11-05-2021 08:30,60,"",170000,""
603,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,15-06-2021 08:30,52,"",170000,""
604,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,20-07-2021 08:30,58,"",170000,""
605,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,17-08-2021 08:30,52,"",1.7e+06,""
606,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,21-09-2021 08:30,56,"",2.7e+06,""
607,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,19-10-2021 08:30,56,"",1.7e+06,""
608,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,16-11-2021 08:30,56,"",2.1e+06,""
609,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR U.P.,CPCB,9,Uttar Pradesh,134,Buland Shahar,Buland Shahar,-,-,-,-,-,-,-,-,28.59152500,77.82485600,14-12-2021 08:30,58,"",3.5e+06,""
610,KALINADI AT U/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.47458100,77.67095000,21-01-2021 08:30,11,"","",""
611,KALINADI AT U/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.47458100,77.67095000,03-02-2021 08:30,14,"","",""
612,KALINADI AT U/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.47458100,77.67095000,05-03-2021 08:30,15,"","",""
613,KALINADI AT U/S OF MUZAFFAR NAGAR U.P.,CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,29.47458100,77.67095000,07-04-2021 08:30,14,"","",""
